"","Ring_Inschrift","Fundtyp","Artbezeichnung deutsch","Ortsbezeichnung","Datum","Beobachter","Altersdefinition","Bemerkung","Geschlecht","date","year","month","day","Gewicht_num_min","Fluegellaenge_num_min","Teilfederlaenge_num_min"
"12840","VG35197","Beringung","Bartmeise","Rietzer See","26.04.2014 07:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2014-04-26,2014,4,26,16.8,61,47
"12841","VE44471","Wiederfund","Bartmeise","Rietzer See","05.08.2007 11:00:00","Kasper, Heino","Adult",NA,"männlich",2007-08-05,2007,8,5,16.3,61,46
"12842","VE7354","Beringung","Bartmeise","Rietzer See","28.04.2006 20:00:00","Kasper, Heino","Adult","FETT:4","männlich",2006-04-28,2006,4,28,17.1,61,47
"12843","VD53976","Beringung","Bartmeise","Rietzer See","20.02.2003 07:00:00","Kasper, Heino","Adult","FETT:1","weiblich",2003-02-20,2003,2,20,14.5,61,47
"12844","VD69167","Wiederfund","Bartmeise","Rietzer See","27.04.2013 08:00:00","Kasper, Heino","Adult","Fett:3","männlich",2013-04-27,2013,4,27,16.5,61,47
"12845","VD69162","Beringung","Bartmeise","Rietzer See","14.04.2013 09:00:00","Kasper, Heino","Adult","FETT:2","männlich",2013-04-14,2013,4,14,14.2,61.5,47
"12846","VG35134","Beringung","Bartmeise","Rietzer See","23.03.2014 09:00:00","Kasper, Heino","Adult","FETT:3","weiblich",2014-03-23,2014,3,23,15.3,61.5,47
"12847","VD69155","Beringung","Bartmeise","Rietzer See","14.04.2013 07:00:00","Kasper, Heino","Adult","FETT:2","männlich",2013-04-14,2013,4,14,15.1,61.5,47
"12848","VF15329","Beringung","Bartmeise","Rietzer See","14.06.2009 05:00:00","Kasper, Heino","Adult","FETT:0","männlich",2009-06-14,2009,6,14,15.4,61.5,47
"12849","VE54320","Wiederfund","Bartmeise","Rietzer See","09.04.2008 17:00:00","Kasper, Heino","Adult","Fett:3","männlich",2008-04-09,2008,4,9,14.7,58,43
"12850","VD69141","Beringung","Blaumeise","Rietzer See","06.03.2013 09:00:00","Kasper, Heino","Adult","FETT:1","weiblich",2013-03-06,2013,3,6,9.4,62,47
"12851","VD54408","Beringung","Bartmeise","Rietzer See","16.05.2003 09:00:00","Kasper, Heino","Adult","FETT:1","männlich",2003-05-16,2003,5,16,16,62,47
"12852","VE54227","Wiederfund","Bartmeise","Rietzer See","28.04.2007 06:00:00","Kasper, Heino","Adult","Fett:1","männlich",2007-04-28,2007,4,28,14.7,61,47
"12853","VG35143","Wiederfund","Bartmeise","Rietzer See","05.07.2014 09:00:00","Kasper, Heino","Adult","Fett:3","männlich",2014-07-05,2014,7,5,16.3,62,47
"12854","VD53970","Beringung","Bartmeise","Rietzer See","18.02.2003 08:00:00","Kasper, Heino","Adult","FETT:3","männlich",2003-02-18,2003,2,18,16.5,62,47
"12855","VH33512","Beringung","Bartmeise","Rietzer See","21.04.2019 10:00:00","Kasper, Heino","Adult","FETT:3;","männlich",2019-04-21,2019,4,21,15.5,62,47
"12856","BX2112","Beringung","Zilpzalp","Rietzer See","20.04.2014 21:00:00","Kasper, Heino","Adult","FETT:2","männlich",2014-04-20,2014,4,20,8.3,62,46
"12857","VD54410","Beringung","Bartmeise","Rietzer See","16.05.2003 09:00:00","Kasper, Heino","Adult","FETT:1","männlich",2003-05-16,2003,5,16,17,62,47
"12858","VG35151","Beringung","Bartmeise","Rietzer See","13.04.2014 07:00:00","Kasper, Heino","Adult","FETT:3","männlich",2014-04-13,2014,4,13,16.9,62,47
"12859","VF86389","Beringung","Bartmeise","Rietzer See","25.03.2012 08:00:00","Kasper, Heino","Adult","FETT:2","männlich",2012-03-25,2012,3,25,16.5,62,47
"12860","VG35143","Beringung","Bartmeise","Rietzer See","30.03.2014 10:00:00","Kasper, Heino","Adult","FETT:4","männlich",2014-03-30,2014,3,30,16.3,62,47
"12861","VF60171","Beringung","Bartmeise","Rietzer See","10.07.2010 07:00:00","Kasper, Heino","Adult","FETT:3","männlich",2010-07-10,2010,7,10,16.2,62,47
"12862","VG76633","Beringung","Bartmeise","Rietzer See","09.04.2017 08:00:00","Kasper, Heino","Adult","FETT:3","männlich",2017-04-09,2017,4,9,14.7,58,47
"12863","XD7804","Beringung","Zilpzalp","Rietzer See","27.03.2016 17:00:00","Kasper, Heino","Adult","FETT:3","männlich",2016-03-27,2016,3,27,8.3,61,47
"12864","VD77335","Wiederfund","Bartmeise","Rietzer See","10.12.2005 09:00:00","Kasper, Heino","Adult","EWF:2610","weiblich",2005-12-10,2005,12,10,14.5,55,41
"12865","BX7348","Beringung","Schwanzmeise","Rietzer See","14.03.2015 10:00:00","Kasper, Heino","Adult","FETT:1","männlich",2015-03-14,2015,3,14,7.7,62,47
"12866","VG35118","Beringung","Bartmeise","Rietzer See","23.03.2014 07:00:00","Kasper, Heino","Adult","FETT:4","männlich",2014-03-23,2014,3,23,16,62,47
"12867","VG76627","Wiederfund","Bartmeise","Rietzer See","24.06.2017 05:00:00","Kasper, Heino","Adult","Fett:2","männlich",2017-06-24,2017,6,24,15,62,46.5
"12868","VG35125","Beringung","Bartmeise","Rietzer See","23.03.2014 07:00:00","Kasper, Heino","Adult","FETT:4","männlich",2014-03-23,2014,3,23,17.5,62,47
"12869","VE85314","Beringung","Bartmeise","Rietzer See","09.04.2008 20:00:00","Kasper, Heino","Adult","FETT:3","männlich",2008-04-09,2008,4,9,16.4,62,47
"12870","VD53985","Beringung","Bartmeise","Rietzer See","18.04.2003 06:00:00","Kasper, Heino","Adult","FETT:2","männlich",2003-04-18,2003,4,18,15.5,62,47
"12871","VD77255","Wiederfund","Bartmeise","Rietzer See","12.06.2004 08:00:00","Kasper, Heino","Adult","EWF:2610","männlich",2004-06-12,2004,6,12,15,62,46
"12872","VG4378","Wiederfund","Bartmeise","Rietzer See","07.04.2013 09:00:00","Kasper, Heino","Adult","Fett:3","männlich",2013-04-07,2013,4,7,15.3,62,46
"12873","VD77341","Wiederfund","Bartmeise","Rietzer See","16.07.2005 09:00:00","Kasper, Heino","Adult","EWF:2610","männlich",2005-07-16,2005,7,16,16.4,56,41
"12874","VF86384","Wiederfund","Bartmeise","Rietzer See","23.03.2014 07:00:00","Kasper, Heino","Adult","Fett:2","weiblich",2014-03-23,2014,3,23,15,62,46
"12875","JX3605","Beringung","Zilpzalp","Rietzer See","31.03.2018 14:00:00","Kasper, Heino","Adult","FETT:3;","männlich",2018-03-31,2018,3,31,7.9,62,47
"12876","VG35188","Beringung","Bartmeise","Rietzer See","26.04.2014 06:00:00","Kasper, Heino","Adult","FETT:2","männlich",2014-04-26,2014,4,26,14.4,61,47
"12877","EX2190","Beringung","Zilpzalp","Rietzer See","15.04.2017 18:00:00","Kasper, Heino","Adult","FETT:3","männlich",2017-04-15,2017,4,15,9.1,62,47
"12878","VD53970","Wiederfund","Bartmeise","Rietzer See","20.02.2003 10:00:00","Kasper, Heino","Adult","EWF:2610","männlich",2003-02-20,2003,2,20,16.5,62,47
"12879","VE54227","Beringung","Bartmeise","Rietzer See","16.03.2007 18:00:00","Kasper, Heino","Adult","FETT:2","männlich",2007-03-16,2007,3,16,14.7,61,47
"12880","VG35133","Beringung","Bartmeise","Rietzer See","23.03.2014 09:00:00","Kasper, Heino","Adult","FETT:3","männlich",2014-03-23,2014,3,23,16.7,59,44
"12881","VE85466","Beringung","Bartmeise","Rietzer See","12.07.2008 08:00:00","Kasper, Heino","Adult","FETT:1","männlich",2008-07-12,2008,7,12,15.5,62,47
"12882","VG59558","Wiederfund","Bartmeise","Rietzer See","09.04.2017 07:00:00","Kasper, Heino","Adult","Fett:2","männlich",2017-04-09,2017,4,9,14.6,61,47
"12883","VE85346","Beringung","Bartmeise","Rietzer See","26.04.2008 10:00:00","Kasper, Heino","Adult","FETT:2","männlich",2008-04-26,2008,4,26,16.5,62,47
"12884","EX2187","Beringung","Schwanzmeise","Rietzer See","19.03.2017 08:00:00","Kasper, Heino","Adult","FETT:1","männlich",2017-03-19,2017,3,19,7.8,62,47
"12885","VE85414","Beringung","Bartmeise","Rietzer See","11.07.2008 20:00:00","Kasper, Heino","Adult","FETT:2","männlich",2008-07-11,2008,7,11,15.4,62,47
"12886","VG35147","Beringung","Bartmeise","Rietzer See","13.04.2014 06:00:00","Kasper, Heino","Adult","FETT:3","weiblich",2014-04-13,2014,4,13,16.6,62,46.5
"12887","VD53964","Beringung","Bartmeise","Rietzer See","18.02.2003 08:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2003-02-18,2003,2,18,14.5,62,47
"12888","VE54227","Wiederfund","Bartmeise","Rietzer See","10.04.2008 06:00:00","Kasper, Heino","Adult","Fett:2","männlich",2008-04-10,2008,4,10,14.7,61,47
"12889","VG35106","Beringung","Blaumeise","Rietzer See","15.02.2014 15:00:00","Kasper, Heino","Adult","FETT:1","weiblich",2014-02-15,2014,2,15,10.9,62,47
"12890","VG35176","Beringung","Bartmeise","Rietzer See","20.04.2014 10:00:00","Kasper, Heino","Adult","FETT:2","männlich",2014-04-20,2014,4,20,14.5,62,47
"12891","VG35111","Beringung","Bartmeise","Rietzer See","23.03.2014 06:00:00","Kasper, Heino","Adult","FETT:4","männlich",2014-03-23,2014,3,23,15.8,62,47
"12892","VE7359","Wiederfund","Bartmeise","Rietzer See","16.06.2006 09:00:00","Kasper, Heino","Adult","Fett:1","männlich",2006-06-16,2006,6,16,14.7,62,47
"12893","VH2373","Wiederfund","Blaumeise","Rietzer See","31.03.2018 16:00:00","Kasper, Heino","Adult","Fett:1;","weiblich",2018-03-31,2018,3,31,10.9,61,47
"12894","XB3048","Beringung","Zilpzalp","Rietzer See","26.03.2016 18:00:00","Kasper, Heino","Adult","FETT:4","männlich",2016-03-26,2016,3,26,8.6,62,47
"12895","VE7355","Wiederfund","Bartmeise","Rietzer See","24.06.2006 06:00:00","Kasper, Heino","Adult","Fett:0","männlich",2006-06-24,2006,6,24,15.2,61,46
"12896","BX7346","Beringung","Schwanzmeise","Rietzer See","14.03.2015 08:00:00","Kasper, Heino","Adult","FETT:1","unbekannt",2015-03-14,2015,3,14,7.7,62,47
"12897","VD53991","Beringung","Bartmeise","Rietzer See","18.04.2003 07:00:00","Kasper, Heino","Adult","FETT:2","männlich",2003-04-18,2003,4,18,16,62,47
"12898","VG4378","Wiederfund","Bartmeise","Rietzer See","27.04.2013 10:00:00","Kasper, Heino","Adult",NA,"männlich",2013-04-27,2013,4,27,15.3,62,46
"12899","VE85293","Beringung","Bartmeise","Rietzer See","09.04.2008 15:00:00","Kasper, Heino","Adult","FETT:4","männlich",2008-04-09,2008,4,9,16.8,62,47
"12900","VE44468","Wiederfund","Bartmeise","Rietzer See","30.03.2007 09:00:00","Kasper, Heino","Adult",NA,"männlich",2007-03-30,2007,3,30,15.3,62,47
"12901","VD53961","Beringung","Bartmeise","Rietzer See","18.02.2003 08:00:00","Kasper, Heino","Adult","FETT:1","männlich",2003-02-18,2003,2,18,14.5,62,47
"12902","VF79165","Wiederfund","Bartmeise","Rietzer See","10.06.2012 05:00:00","Kasper, Heino","Adult","Fett:2","männlich",2012-06-10,2012,6,10,16.3,55.5,41
"12903","VG35135","Beringung","Bartmeise","Rietzer See","23.03.2014 09:00:00","Kasper, Heino","Adult","FETT:3","männlich",2014-03-23,2014,3,23,15.6,62,47
"12904","VG39249","Beringung","Bartmeise","Rietzer See","05.07.2014 06:00:00","Kasper, Heino","Adult","FETT:2","männlich",2014-07-05,2014,7,5,16.3,62,47
"12905","VG35124","Beringung","Bartmeise","Rietzer See","23.03.2014 07:00:00","Kasper, Heino","Adult","FETT:4","männlich",2014-03-23,2014,3,23,15.7,61,45
"12906","VE7421","Beringung","Bartmeise","Rietzer See","24.06.2006 07:00:00","Kasper, Heino","Adult","FETT:1","männlich",2006-06-24,2006,6,24,16,62,47
"12907","VG76036","Beringung","Bartmeise","Rietzer See","03.06.2016 06:00:00","Kasper, Heino","Adult","FETT:1","männlich",2016-06-03,2016,6,3,15.5,62,47
"12908","VG35190","Beringung","Bartmeise","Rietzer See","26.04.2014 06:00:00","Kasper, Heino","Adult","FETT:4","männlich",2014-04-26,2014,4,26,15,61.5,46
"12909","VE54324","Beringung","Bartmeise","Rietzer See","14.07.2007 06:00:00","Kasper, Heino","Adult","FETT:1","männlich",2007-07-14,2007,7,14,15.5,62,47
"12910","VG35114","Beringung","Bartmeise","Rietzer See","23.03.2014 06:00:00","Kasper, Heino","Adult","FETT:3","männlich",2014-03-23,2014,3,23,15.9,62,46
"12911","VE85315","Beringung","Bartmeise","Rietzer See","09.04.2008 20:00:00","Kasper, Heino","Adult",NA,"weiblich",2008-04-09,2008,4,9,10.5,62,47
"12912","VD53988","Beringung","Bartmeise","Rietzer See","18.04.2003 06:00:00","Kasper, Heino","Adult","FETT:2","männlich",2003-04-18,2003,4,18,15,62,47
"12913","VE44468","Wiederfund","Bartmeise","Rietzer See","16.03.2007 13:00:00","Kasper, Heino","Adult",NA,"männlich",2007-03-16,2007,3,16,15.3,62,47
"12914","VD53977","Beringung","Bartmeise","Rietzer See","20.02.2003 07:00:00","Kasper, Heino","Adult","FETT:3","männlich",2003-02-20,2003,2,20,15.5,62,47
"12915","VG39003","Beringung","Bartmeise","Rietzer See","26.04.2014 09:00:00","Kasper, Heino","Adult","FETT:3","männlich",2014-04-26,2014,4,26,15.7,62.5,47
"12916","VF15285","Beringung","Bartmeise","Rietzer See","25.04.2009 08:00:00","Kasper, Heino","Adult","FETT:1","weiblich",2009-04-25,2009,4,25,21.1,62.5,47
"12917","VD69159","Beringung","Bartmeise","Rietzer See","14.04.2013 08:00:00","Kasper, Heino","Adult","FETT:3","männlich",2013-04-14,2013,4,14,16.5,62.5,47
"12918","XD7802","Beringung","Zilpzalp","Rietzer See","27.03.2016 16:00:00","Kasper, Heino","Adult","FETT:5","männlich",2016-03-27,2016,3,27,9.6,62.5,47
"12919","VG39186","Beringung","Bartmeise","Rietzer See","29.06.2014 07:00:00","Kasper, Heino","Adult","FETT:2","männlich",2014-06-29,2014,6,29,16.8,63,47
"12920","VE85317","Beringung","Bartmeise","Rietzer See","10.04.2008 07:00:00","Kasper, Heino","Adult","FETT:2","männlich",2008-04-10,2008,4,10,15.1,63,47
"12921","VG76566","Beringung","Teichrohrsänger","Rietzer See","24.06.2017 08:00:00","Kasper, Heino","Adult","FETT:1","unbekannt",2017-06-24,2017,6,24,10.3,63,47
"12922","VG76044","Beringung","Bartmeise","Rietzer See","03.06.2016 09:00:00","Kasper, Heino","Adult","FETT:2","männlich",2016-06-03,2016,6,3,15.1,63,47
"12923","VG4378","Wiederfund","Bartmeise","Rietzer See","26.04.2014 06:00:00","Kasper, Heino","Adult",NA,"männlich",2014-04-26,2014,4,26,15.3,62,46
"12924","VE54238","Beringung","Bartmeise","Rietzer See","07.04.2007 08:00:00","Kasper, Heino","Adult","FETT:2","männlich",2007-04-07,2007,4,7,16.3,63,47
"12925","VE54320","Wiederfund","Bartmeise","Rietzer See","09.04.2008 20:00:00","Kasper, Heino","Adult","Fett:4","männlich",2008-04-09,2008,4,9,14.7,58,43
"12926","VD53783","Wiederfund","Bartmeise","Rietzer See","18.04.2003 07:00:00","Kasper, Heino","Adult","EWF:2610","männlich",2003-04-18,2003,4,18,14,56,47
"12927","JX3860","Beringung","Fitis","Rietzer See","27.04.2019 09:00:00","Kasper, Heino","Adult","FETT:3;","weiblich",2019-04-27,2019,4,27,7.9,63,47
"12928","VD77354","Wiederfund","Bartmeise","Rietzer See","24.06.2006 08:00:00","Kasper, Heino","Adult","Fett:0","männlich",2006-06-24,2006,6,24,15.5,57,41
"12929","VG76027","Beringung","Bartmeise","Rietzer See","03.06.2016 05:00:00","Kasper, Heino","Adult","FETT:1","männlich",2016-06-03,2016,6,3,15.2,62.5,47
"12930","ZG79540","Beringung","Klappergrasmücke","Rietzer See","14.05.2016 14:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2016-05-14,2016,5,14,12,63,47
"12931","VE54241","Beringung","Bartmeise","Rietzer See","28.04.2007 06:00:00","Kasper, Heino","Adult","FETT:2","männlich",2007-04-28,2007,4,28,14.3,60,45
"12932","XD7817","Beringung","Fitis","Rietzer See","23.04.2016 06:00:00","Kasper, Heino","Adult","FETT:1","unbekannt",2016-04-23,2016,4,23,7.2,63,47
"12933","VF60535","Beringung","Bartmeise","Rietzer See","30.04.2011 06:00:00","Kasper, Heino","Adult","FETT:2","männlich",2011-04-30,2011,4,30,15.1,62,46
"12934","VG39217","Wiederfund","Bartmeise","Rietzer See","22.04.2016 20:00:00","Kasper, Heino","Adult","Fett:2","männlich",2016-04-22,2016,4,22,14.7,55.5,41
"12935","BX7354","Beringung","Zilpzalp","Rietzer See","06.04.2015 07:00:00","Kasper, Heino","Adult","FETT:2","männlich",2015-04-06,2015,4,6,7.8,63,47
"12936","XD7838","Beringung","Fitis","Rietzer See","14.05.2016 18:00:00","Kasper, Heino","Adult","FETT:1","weiblich",2016-05-14,2016,5,14,9,63,47
"12937","VE85309","Beringung","Bartmeise","Rietzer See","09.04.2008 19:00:00","Kasper, Heino","Adult","FETT:3","männlich",2008-04-09,2008,4,9,17,63,47
"12938","6X5665","Beringung","Fitis","Rietzer See","14.07.2010 18:00:00","Kasper, Heino","Adult","FETT:4","weiblich",2010-07-14,2010,7,14,9.1,63,47
"12939","VD54406","Beringung","Bartmeise","Rietzer See","16.05.2003 08:00:00","Kasper, Heino","Adult","FETT:2","männlich",2003-05-16,2003,5,16,16,63,47
"12940","VD61994","Wiederfund","Bartmeise","Rietzer See","27.09.2014 10:00:00","Kasper, Heino","Adult","Fett:4","männlich",2014-09-27,2014,9,27,14.1,57,42
"12941","VG76521","Beringung","Blaumeise","Rietzer See","04.06.2017 20:00:00","Kasper, Heino","Adult","FETT:1","weiblich",2017-06-04,2017,6,4,11.9,63,47
"12942","VF39339","Beringung","Bartmeise","Rietzer See","18.04.2010 08:00:00","Kasper, Heino","Adult","FETT:1","männlich",2010-04-18,2010,4,18,14.3,63,47
"12943","XB3046","Beringung","Zilpzalp","Rietzer See","26.03.2016 12:00:00","Kasper, Heino","Adult","FETT:4","männlich",2016-03-26,2016,3,26,8.1,63,47
"12944","VD69167","Wiederfund","Bartmeise","Rietzer See","26.04.2013 18:00:00","Kasper, Heino","Adult","FETT:2","männlich",2013-04-26,2013,4,26,16.5,61,47
"12945","VE85429","Beringung","Bartmeise","Rietzer See","11.07.2008 20:00:00","Kasper, Heino","Adult","FETT:2","männlich",2008-07-11,2008,7,11,16.4,63,47
"12946","VG59546","Wiederfund","Bartmeise","Rietzer See","21.04.2017 20:00:00","Kasper, Heino","Adult","Fett:3","männlich",2017-04-21,2017,4,21,14,61,45
"12947","VG35154","Wiederfund","Bartmeise","Rietzer See","28.06.2014 17:00:00","Kasper, Heino","Adult","Fett:3","männlich",2014-06-28,2014,6,28,15.6,63,47
"12948","JX3853","Beringung","Fitis","Rietzer See","21.04.2019 12:00:00","Kasper, Heino","Adult","FETT:2;","weiblich",2019-04-21,2019,4,21,7.7,63,47
"12949","NX2015","Beringung","Fitis","Rietzer See","28.04.2020 09:00:00","Kasper, Heino","Adult","FETT:3;","weiblich",2020-04-28,2020,4,28,7.9,63,47
"12950","VE54284","Beringung","Bartmeise","Rietzer See","13.07.2007 19:00:00","Kasper, Heino","Adult","FETT:1","männlich",2007-07-13,2007,7,13,17.1,63,47
"12951","VH2472","Beringung","Teichrohrsänger","Rietzer See","21.05.2018 06:00:00","Kasper, Heino","Adult","FETT:1;",NA,2018-05-21,2018,5,21,11,63,47
"12952","VF60535","Wiederfund","Bartmeise","Rietzer See","13.06.2011 07:00:00","Kasper, Heino","Adult","Fett:2","männlich",2011-06-13,2011,6,13,15.1,62,46
"12953","VD34690","Wiederfund","Bartmeise","Rietzer See","18.04.2003 08:00:00","Kasper, Heino","Adult","EWF:2610","männlich",2003-04-18,2003,4,18,14.5,62,4.6
"12954","VG35154","Wiederfund","Bartmeise","Rietzer See","29.06.2014 08:00:00","Kasper, Heino","Adult","Fett:3","männlich",2014-06-29,2014,6,29,15.6,63,47
"12955","XU8496","Beringung","Zilpzalp","Rietzer See","09.04.2006 08:00:00","Kasper, Heino","Adult","FETT:5","unbekannt",2006-04-09,2006,4,9,10.1,63,47
"12956","ZE35588","Beringung","Weidenmeise","Rietzer See","07.04.2012 11:00:00","Kasper, Heino","Adult","FETT:0","männlich",2012-04-07,2012,4,7,10.8,63,47
"12957","VD61909","Wiederfund","Teichrohrsänger","Rietzer See","23.05.2015 14:00:00","Kasper, Heino","Adult","Fett:2","unbekannt",2015-05-23,2015,5,23,13.7,64,49
"12958","VE54232","Beringung","Bartmeise","Rietzer See","07.04.2007 06:00:00","Kasper, Heino","Adult","FETT:2","männlich",2007-04-07,2007,4,7,15.4,63,47
"12959","XW629","Beringung","Fitis","Rietzer See","07.07.2006 20:00:00","Kasper, Heino","Adult","FETT:1","unbekannt",2006-07-07,2006,7,7,8,63,47
"12960","VD53965","Beringung","Bartmeise","Rietzer See","18.02.2003 08:00:00","Kasper, Heino","Adult","FETT:2","männlich",2003-02-18,2003,2,18,15,63,47
"12961","VE85480","Beringung","Bartmeise","Rietzer See","12.07.2008 09:00:00","Kasper, Heino","Adult","FETT:2","männlich",2008-07-12,2008,7,12,17.1,63,47
"12962","JX3810","Beringung","Schwanzmeise","Rietzer See","28.10.2018 08:00:00","Kasper, Heino","Adult","FETT:2;",NA,2018-10-28,2018,10,28,8.2,63,47
"12963","XP1803","Beringung","Schwanzmeise","Rietzer See","30.03.2013 14:00:00","Kasper, Heino","Adult","FETT:2","weiblich",2013-03-30,2013,3,30,7.6,63.5,47
"12964","VH47319","Beringung","Teichrohrsänger","Rietzer See","20.07.2019 06:00:00","Kasper, Heino","Adult","FETT:1;","weiblich",2019-07-20,2019,7,20,11.1,64,47
"12965","JX3828","Beringung","Schwanzmeise","Rietzer See","29.12.2018 08:00:00","Kasper, Heino","Adult","FETT:1;",NA,2018-12-29,2018,12,29,8.4,64,47
"12966","ZB78689","Beringung","Klappergrasmücke","Rietzer See","06.05.2004 19:00:00","Kasper, Heino","Adult","FETT:2","unbekannt",2004-05-06,2004,5,6,12,64,47
"12967","VE85477","Beringung","Bartmeise","Rietzer See","12.07.2008 09:00:00","Kasper, Heino","Adult","FETT:1","männlich",2008-07-12,2008,7,12,16.2,64,47
"12968","JX3813","Beringung","Schwanzmeise","Rietzer See","28.10.2018 08:00:00","Kasper, Heino","Adult","FETT:2;",NA,2018-10-28,2018,10,28,8.2,64,47
"12969","JX3825","Beringung","Schwanzmeise","Rietzer See","29.12.2018 08:00:00","Kasper, Heino","Adult","FETT:1;",NA,2018-12-29,2018,12,29,8.4,64,47
"12970","ZE12390","Beringung","Schwanzmeise","Rietzer See","02.04.2011 17:00:00","Kasper, Heino","Adult","FETT:1","männlich",2011-04-02,2011,4,2,8.5,64.5,47
"12971","ZD3538","Beringung","Teichrohrsänger","Rietzer See","14.07.2007 05:00:00","Kasper, Heino","Adult","FETT:0","weiblich",2007-07-14,2007,7,14,12.4,65,47
"12972","ZE12389","Beringung","Schwanzmeise","Rietzer See","02.04.2011 17:00:00","Kasper, Heino","Adult","FETT:1","männlich",2011-04-02,2011,4,2,8.6,65,47
